url,alexa,class,id,quote,quoteDoc,quoteText,title,source,binding,score,point,case
https://www.facebook.com,3.0,E,10697,,Data Policy,"Information collected by these third-party services is subject to their own terms and policies, not this one.",The service informs users that its privacy policy does not apply to third party websites,,True,10.0,neutral,The service informs users that its privacy policy does not apply to third party websites
https://www.facebook.com,3.0,E,10698,,Data Policy,"When you share and communicate using our Products, you choose the audience for what you share.For example, when you post on Facebook, you select the audience for the post, such as a group, all of your friends, the public, or a customized list of people.Similarly, when you use Messenger or Instagram to communicate with people or businesses, those people and businesses can see the content you send.",You can choose with whom you share content,,True,,good,You can choose with whom you share content
https://www.facebook.com,3.0,E,10700,,Data Policy,"We store data until it is no longer necessary to provide our services and Facebook Products, or until your account is deleted - whichever comes first.This is a case-by-case determination that depends on things like the nature of the data, why it is collected and processed, and relevant legal or operational retention needs.",This service may keep personal data after a request for erasure for business interests or legal obligations,,True,70.0,bad,This service may keep personal data after a request for erasure for business interests or legal obligations
https://www.facebook.com,3.0,E,10701,,Data Policy,"For example, when you search for something on Facebook, you can access and delete that query from within your search history at any time, but the log of that search is deleted after 6 months.If you submit a copy of your government-issued ID for account verification purposes, we delete that copy 30 days after review, unless otherwise stated.Learn more about deletion of content you have shared and cookie data obtained through social plugins.",This service keeps user logs for an undefined period of time,,True,100.0,bad,This service keeps user logs for an undefined period of time
https://www.facebook.com,3.0,E,10702,,Data Policy,"To delete your account at any time, please visit the Facebook Settings and Instagram Settings.",You have the right to leave this service at any time,,True,15.0,good,You have the right to leave this service at any time
https://www.facebook.com,3.0,E,10718,,Terms of Service,"We allow advertisers to tell us things like their business goal, and the kind of audience they want to see their ads (for example, people between the age of 18-35 who like cycling).We then show their ad to people who might be interested",The service uses your personal data to employ targeted third-party advertising,,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.facebook.com,3.0,E,10719,,Terms of Service,Revision: October,There is a date of the last update of the terms,,True,50.0,neutral,There is a date of the last update of the terms
https://www.facebook.com,3.0,E,10720,,Data Policy,"If the ownership or control of all or part of our Products or their assets changes, we may transfer your information to the new owner.",The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,,True,50.0,bad,The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.
https://www.facebook.com,3.0,E,10723,,Terms of Service,"For this reason, you must: Use the same name that you use in everyday life.Provide accurate information about yourself.","You must provide your legal name, pseudonyms are not allowed",,True,20.0,bad,"You must provide your legal name, pseudonyms are not allowed"
https://www.facebook.com,3.0,E,10728,,Terms of Service,You will not transfer any of your rights or obligations under these Terms to anyone else without our consent.,You cannot distribute or disclose your account to third parties,,True,10.0,neutral,You cannot distribute or disclose your account to third parties
https://www.facebook.com,3.0,E,10730,,Terms of Service,Create only one account (your own) and use your timeline for personal purposes.,Service does not allow alternative accounts,,True,30.0,neutral,Service does not allow alternative accounts
https://www.facebook.com,3.0,E,10731,,Terms of Service,"If any portion of these Terms is found to be unenforceable, the remaining portion will remain in full force and effect.",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,,True,10.0,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
https://www.facebook.com,3.0,E,10732,,Terms of Service,"You should know that we may need to change the username for your account in certain circumstances (for example, if someone else claims the username and it appears unrelated to the name you use in everyday life).",Usernames can be rejected for any reason,,True,20.0,bad,Usernames can be rejected for any reason
https://www.facebook.com,3.0,E,10733,,Terms of Service,"If we determine that you have clearly, seriously or repeatedly breached our Terms or Policies, including in particular our Community Standards, we may suspend or permanently disable access to your account.We may also suspend or disable your account if you repeatedly infringe other peoples intellectual property rights or where we are required to do so for legal reasons.",The service can suspend your account for several reasons,,True,15.0,neutral,The service can suspend your account for several reasons
https://www.facebook.com,3.0,E,10734,,Terms of Service,We've previously disabled your account for breaches of our Terms or Policies.</li,Users who have been permanently banned from this service are not allowed to re-register under a new account,,True,20.0,neutral,Users who have been permanently banned from this service are not allowed to re-register under a new account
https://www.facebook.com,3.0,E,10735,,Terms of Service,"We want people to use Facebook to express themselves and to share content that is important to them, but not at the expense of the safety and well-being of others or the integrity of our community.",Users shall not interfere with another person's enjoyment of the service,,True,20.0,bad,Users shall not interfere with another person's enjoyment of the service
https://www.facebook.com,3.0,E,10736,,Terms of Service,"If you delete or we disable your account, these Terms shall terminate as an agreement between you and us, but the following provisions will remain in place","defend, indemnify, hold harmless; survives termination",,True,80.0,bad,"defend, indemnify, hold harmless; survives termination"
https://www.facebook.com,3.0,E,10738,,Terms of Service,"You own the intellectual property rights (things like copyright or trademarks) in any such content that you create and share on Facebook and the other Facebook Company Products you use.Nothing in these Terms takes away the rights you have to your own content.You are free to share your content with anyone else, wherever you want.",You maintain ownership of your data,,True,50.0,good,You maintain ownership of your data
https://www.facebook.com,3.0,E,10739,,Terms of Service,"If we fail to enforce any of these Terms, it will not be considered a waiver.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,,True,10.0,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
https://www.facebook.com,3.0,E,10743,,Cookie Policy,"We use cookies to better understand how people use the Facebook Products so that we can improve them.For example: Cookies can help us understand how people use the Facebook service, analyse which parts of the Facebook Products people find most useful and engaging, and identify features that could be improved.Google Analytics We also set cookies from the Facebook.com domain that work with the Google Analytics service to help us understand how businesses use Facebook's developer sites.",This service uses third-party cookies for statistics,,True,10.0,bad,This service uses third-party cookies for statistics
https://www.facebook.com,3.0,E,10744,,Cookie Policy,"You can opt out of seeing online interest-based ads from Facebook and other participating companies through the Digital Advertising Alliance in the US, the Digital Advertising Alliance of Canada in Canada or the European Interactive Digital Advertising Alliance in Europe or through your mobile device settings, where available, using Android, iOS 13 or an earlier version of iOS.",You can opt out of targeted advertising,,True,25.0,good,You can opt out of targeted advertising
https://www.facebook.com,3.0,E,10745,,Cookie Policy,Certain parts of the Facebook Products may not work properly if you have disabled browser cookie use.Please be aware these controls are distinct from the controls that Facebook offers you.,Blocking first party cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.facebook.com,3.0,E,12117,,Data Policy,"We also process information about you across the Facebook Companies for these purposes, as permitted by applicable law and in accordance with their terms and policies.For example, we process information from WhatsApp about accounts sending spam on its service so we can take appropriate action against those accounts on Facebook, Instagram or Messenger.",Your profile is combined across various products,,True,50.0,bad,Your profile is combined across various products
https://www.facebook.com,3.0,E,12118,,Data Policy,"Face recognition: If you have it turned on, we use face recognition technology to recognize you in photos, videos and camera experiences.The face-recognition templates we create are data with special protections under EU law.Learn more about how we use face recognition technology, or control our use of this technology in Facebook Settings.If we introduce face-recognition technology to your Instagram experience, we will let you know first, and you will have control over whether we use this technology for you.",Your biometric data is collected,https://www.facebook.com/policy.php,True,30.0,bad,Your biometric data is collected
https://www.quora.com,141.0,,6440,,Terms of Service,Use of the Quora Platform by anyone under 13 years of age is prohibited.,This service is only available to users of a certain age,,True,15.0,neutral,This service is only available to users over a certain age
https://www.quora.com,141.0,,6441,,Terms of Service,"Feel free to submit feedback at quora.com/contact.By submitting feedback, you agree to grant us the right, at our discretion, to use, disclose and otherwise exploit the feedback, in whole or part, freely and without compensation to you.","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",,True,50.0,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
https://www.quora.com,141.0,,6442,,Terms of Service,This Agreement and any action arising out of your use of the Quora Platform will be governed by the laws of the State of California without regard to or application of its conflict of law provisions or your state or country of residence.,The court of law governing the terms is in location X,,True,,neutral,The court of law governing the terms is in location X
https://www.quora.com,141.0,,6443,,Terms of Service,"YOU AGREE THAT TO THE MAXIMUM EXTENT PERMITTED BY LAW, QUORA ENTITIES WILL NOT BE LIABLE TO YOU UNDER ANY THEORY OF LIABILITY.WITHOUT LIMITING THE FOREGOING, YOU AGREE THAT, TO THE MAXIMUM EXTENT PERMITTED BY LAW, QUORA ENTITIES SPECIFICALLY WILL NOT BE LIABLE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, OR EXEMPLARY DAMAGES, LOSS OF PROFITS, BUSINESS INTERRUPTION, REPUTATIONAL HARM, OR LOSS OF DATA (EVEN IF WE HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR SUCH DAMAGES ARE FORESEEABLE) ARISING OUT OF OR IN ANY WAY CONNECTED WITH YOUR USE OF, OR INABILITY TO USE, THE QUORA PLATFORM.","Users are responsible for any risks, damages, or losses they may incur by downloading materials",,True,50.0,neutral,"Users are responsible for any risks, damages, or losses they may incur by downloading materials"
https://www.quora.com,141.0,,6445,,Terms of Service,"Our content and materials are provided to you as is, without any guarantees.",The service is provided 'as is' and to be used at the users' sole risk,,True,20.0,bad,The service is provided 'as is' and to be used at the users' sole risk
https://www.quora.com,141.0,,6446,,Terms of Service,"We make no warranties or representations about the accuracy, completeness, or timeliness of any content posted on the Quora Platform by anyone.",The service does not guarantee accuracy or reliability of the information provided,,True,10.0,bad,The service does not guarantee accuracy or reliability of the information provided
https://www.quora.com,141.0,,10290,,Privacy Policy,You should consult their respective privacy policies for information about their practices.,The service warns you of the potential consequences related to third-party access,https://www.quora.com/about/privacy,True,30.0,good,The service warns you of the potential consequences related to third-party access
https://www.quora.com,141.0,,11798,,Privacy Policy,"i>Pixels, web beacons, clear GIFs.These are tiny graphics with a unique identifier, similar in function to cookies, which we use to track the online movements of users of the Quora Platform and the web pages of users of our Ad Services, and to personalize content","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",https://www.quora.com/about/privacy,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.quora.com,141.0,,11799,,Privacy Policy," We CollectWe collect information directly from individuals, from third-parties, and automatically through the Quora Platform.",This service gathers information about you through third parties,https://www.quora.com/about/privacy,True,50.0,bad,This service gathers information about you through third parties
https://www.quora.com,141.0,,11800,,Privacy Policy,We do not sell your personal data  such as your name and contact information,This service does not sell your personal data,https://www.quora.com/about/privacy,True,25.0,good,This service does not sell your personal data
https://www.quora.com,141.0,,11801,,Privacy Policy,"To display interest-based advertising to you in the Quora Platform, to improve our advertising and measurement systems so we can show you relevant ads, to pre-fill forms in ads, and to measure the effectiveness and reach of ads and services.",The service uses your personal data to employ targeted third-party advertising,,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.quora.com,141.0,,11802,,Privacy Policy,"For marketing and promotional purposes, such as to send you news and newsletters, special offers, and promotions, or to otherwise contact you about products or information we think may interest you, including information about third-party products and services.</li",This service may use your personal information for marketing purposes,,True,50.0,bad,This service may use your personal information for marketing purposes
https://www.quora.com,141.0,,11803,,Privacy Policy,"We may use internal and third-party analytics tools, including Google Analytics",This service uses third-party cookies for statistics,https://www.quora.com/about/privacy,True,10.0,bad,This service uses third-party cookies for statistics
https://www.quora.com,141.0,,11804,,Privacy Policy,"You can manage all your email and notice preferences in your account profile settings, under your Emails and Notifications settings.If you opt-out of receiving emails or other notifications about recommendations or other information we think may interest you, we may still send you transactional emails about your account or any services you have requested or received from us.",You can opt out of promotional communications,https://www.quora.com/about/privacy,True,10.0,good,You can opt out of promotional communications
https://www.quora.com,141.0,,11805,,Privacy Policy,You may opt out of interest-based ads from these third-party ad networks.,You can opt out of targeted advertising,https://www.quora.com/about/privacy,True,25.0,good,You can opt out of targeted advertising
https://www.quora.com,141.0,,11806,,Terms of Service,"For more information, including detailed information about how to submit a request for takedown if you believe content on the Quora Platform infringes your intellectual property rights, please read our Copyright Policy",Provides instructions on how to submit a copyright claim,,True,10.0,neutral,Provides instructions on how to submit a copyright claim
https://www.quora.com,141.0,,11807,,Privacy Policy,"If we change our privacy policies and procedures, we will post those changes on this page.If we make any changes to this Privacy Policy that materially change how we treat your personal information, we will endeavor to provide you with reasonable notice of such changes, such as via prominent notice in the Quora Platform or to your email address of record, and where required by law, we will obtain your consent or give you the opportunity to opt out of such changes.","Users should revisit the terms periodically, although in case of material changes, the service will notify",https://www.quora.com/about/privacy,True,50.0,neutral,"Users should revisit the terms periodically, although in case of material changes, the service will notify"
https://www.samsung.com,369.0,,10465,, Samsung Services Terms and Conditions,"By creating an account or using our Services, you confirm that you accept these Terms.You also confirm that:1.You have reached the age of 18.or2.You are 13 or older but younger than 18 (Minor), and you represent that you have reviewed these Terms with your parent or legal guardian before using the Services and that you and your parent or guardian understand and consent to these Terms.",This service is only available to users of a certain age,,True,15.0,neutral,This service is only available to users over a certain age
https://www.samsung.com,369.0,,10466,, Samsung Services Terms and Conditions,"ALL DISPUTES WITH SAMSUNG ARISING IN ANY WAY FROM THESE TERMS SHALL BE RESOLVED EXCLUSIVELY THROUGH FINAL AND BINDING ARBITRATION, AND NOT BY A COURT OR JURY.",This service forces users into binding arbitration in the case of disputes,https://www.samsung.com/us/common/legal.html,True,50.0,bad,This service forces users into binding arbitration in the case of disputes
https://www.samsung.com,369.0,,10467,, Samsung Services Terms and Conditions,"When you upload, transmit, create, post, display or otherwise provide any information, materials, documents, media files or other content on or through our Services (User Content) you grant us an irrevocable, unlimited, worldwide, royalty-free, and non-exclusive license to copy, reproduce, adapt, modify, edit, distribute, translate, publish, publicly perform and publicly display the User Content (User Content License), to the full extent allowed by Applicable Law.",The copyright license maintained by the service over user data and/or content is broader than necessary.,https://www.samsung.com/us/common/legal.html,True,50.0,bad,The copyright license maintained by the service over user data and/or content is broader than necessary.
https://www.samsung.com,369.0,,10468,, Samsung Services Terms and Conditions," We may, at any time:1.Change, add, suspend, or remove features from our Services.2.Suspend or terminate your right to use our Services, including access to your account or data.3.Pre-screen, review, flag, filter, modify, refuse, reject, block access to or remove any or all content from our Services.",The service can delete your account without prior notice and without a reason,,True,60.0,bad,The service can delete your account without prior notice and without a reason
https://www.samsung.com,369.0,,10470,, Samsung Services Terms and Conditions,"INDEMNIFICATION | You agree to indemnify, defend, and hold harmless us, our licensors, our agents, and all officers, directors, and employees from any and all third-party claims, actions, losses, damages, liabilities, judgements, grants, costs, and expenses (including reasonable attorneys fees) arising from: (i) your use of our Services or use by any person that you allow to use our Services that is not in accordance with these Terms, (ii) any breach of this Agreement by you or by any person that you allow to use our Services, or (iii) any violation of any laws or regulations or the rights of any third party by you or by any person that you allow to use our Services.<","You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",,True,60.0,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
https://www.samsung.com,369.0,,10472,, Samsung Services Terms and Conditions,"SURVIVAL | Any provisions within these Terms that by their nature should continue to be in effect, including without limitation the following Sections: License, Disclaimer of Warranty, Limitation of Liability, Indemnification and General, shall survive the expiration or termination of these Terms, and remain valid and binding.","defend, indemnify, hold harmless; survives termination",,True,80.0,bad,"defend, indemnify, hold harmless; survives termination"
https://www.samsung.com,369.0,,10473,, Samsung Services Terms and Conditions,"GENERALINFRINGING CONTENT | If you are a copyright owner or an agent thereof and believe that any content on the Services infringe upon your copyrights, you may submit a notification pursuant to the Digital Millennium Copyright Act (DMCA) by providing our Copyright Agent with the following information in writing:1.A physical or electronic signature of a person authorized to act on behalf of the owner of an exclusive right that is allegedly infringed.2.Identification of the copyrighted work claimed to have been infringed, or, if multiple copyrighted works at a single online site are covered by a single notification, a representative list of such works at that site;3.Identification of the material that is claimed to be infringing and information reasonably sufficient to permit us to locate the material.4.Information reasonably sufficient to permit the service provider to contact you, such as an address, telephone number, and email address;5.A statement that you have a good faith belief that use of the material in the manner complained of is not authorized by the copyright owner, its agent, or the law.and a statement that the information in the notification is accurate, and under penalty of perjury, that you are authorized to act on behalf of the owner of an exclusive right that is allegedly infringed.You can send your notice to SamsungDMCA@sea.samsung.com.A copy of your DMCA Notification will be sent to the person who uploaded the material addressed in the Notification.Please be advised that under Section 512(f) of the DMCA you may be held liable for damages and attorneys fees if you make material misrepresentations in a DMCA Notification.",Provides instructions on how to submit a copyright claim,,True,10.0,neutral,Provides instructions on how to submit a copyright claim
https://www.samsung.com,369.0,,10474,, Samsung Services Terms and Conditions,"GOVERNING LAW/ DISPUTE RESOLUTION | The formation, existence, construction, performance, validity and all aspects whatsoever of these Terms will be governed by the law of the State of New York, without reference to its choice of laws principles.These Terms will not be governed by the UN Convention on Contracts for the International Sale of Goods, the application of which is expressly excluded.Notwithstanding the foregoing, we may apply for injunctive remedies (or an equivalent type of urgent legal relief) in any court of competent jurisdiction.",The court of law governing the terms is in location X,https://www.samsung.com/us/common/legal.html,True,,neutral,The court of law governing the terms is in location X
https://www.samsung.com,369.0,,10475,, Samsung Services Terms and Conditions,"Sometimes we may need to change these Terms.Well let you know about any changes by posting the updated Terms on our website.If we think the changes are material, we may send a notification to the email address linked to your Samsung Account before the updated Terms become effective.If you dont agree to the changes, you can stop using our Services and delete your Samsung Account.By continuing to use our Services after the updated Terms become effective, you confirm that you understand and accept the updated Terms.","Users should revisit the terms periodically, although in case of material changes, the service will notify",,True,50.0,neutral,"Users should revisit the terms periodically, although in case of material changes, the service will notify"
https://www.packagetrackr.com,16913.0,,1573,,Terms of Service,"reserves the right at any time to modify or discontinue, temporarily or permanently, the Service (or any part thereof) with or without notice",They may stop providing the service at any time,https://www.packagetrackr.com/tos,True,40.0,bad,They may stop providing the service at any time
https://www.researchgate.net,314.0,,4247,,Privacy Policy,offer you targeted advertising in order to personalize your experience by showing you advertisements that are more relevant to you.and/or,personal data is used for advertising,https://www.researchgate.net/privacy-policy,True,30.0,bad,The service uses your personal data for advertising
https://www.researchgate.net,314.0,,12013,,Privacy Policy,"We and service providers acting on our behalf store log files and use tracking technologies such as cookies, web beacons, tracking pixels, and local shared objects, also known as flash cookies, to collect information relating to you and your use of the Service.","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",https://www.researchgate.net/privacy-policy,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.researchgate.net,314.0,,12014,,Terms of Service,"Agreement to arbitrate, class action waiver",You waive your right to a class action.,,True,50.0,bad,You waive your right to a class action.
https://www.researchgate.net,314.0,,12016,,Terms of Service,"Last updated: July 8, 2020",There is a date of the last update of the terms,https://www.researchgate.net/terms-of-service,True,50.0,neutral,There is a date of the last update of the terms
https://www.researchgate.net,314.0,,12017,,Privacy Policy,"ResearchGate does not process any credit card information itself, however we do retain your name and address so we may generate and send you an invoice.Credit card information is collected and processed by a third-party provider, namely Stripe.",Third parties may be involved in operating the service,https://www.researchgate.net/privacy-policy,True,15.0,bad,Third parties may be involved in operating the service
https://www.researchgate.net,314.0,,12019,,Terms of Service,"including but not limited to unwanted romantic advances, junk mail, offers to buy or sell, spam, chain letters, phishing schemes, and deceptive or excessive messages ","This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages",https://www.researchgate.net/terms-of-service,True,15.0,neutral,"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages"
https://www.researchgate.net,314.0,,12020,,Privacy Policy,"Members, we generally store their personal data as long as their account is active.If you have created an account, you can close it yourself in your Account Settings.If you request that we close your account for you, we might ask for proof of identity before doing so.",You have the right to leave this service at any time,https://www.researchgate.net/privacy-policy,True,15.0,good,You have the right to leave this service at any time
https://www.airbnb.com,356.0,,4679,,Privacy Policy,"li>Information you have shared with others (e.g., Reviews, forum postings) will continue to be publicly visible on Airbnb, even after your Airbnb Account is cancelled.However, attribution of such information to you will be removed",Airbnb will continue using anonymized user-generated content even after account deletion,,True,15.0,bad,This service will continue using anonymized user-generated content even after erasure of personal information
https://www.airbnb.com,356.0,,6407,,Cookie Policy,"we work with a number of analytics partners, including Google Analytics",This service uses third-party cookies for statistics,,True,10.0,bad,This service uses third-party cookies for statistics
https://www.airbnb.com,356.0,,6408,,Privacy Policy,"If Airbnb undertakes or is involved in any merger, acquisition, reorganization, sale of assets, bankruptcy, or insolvency event, then we may sell, transfer or share some or all of our assets, including your information",The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,,True,50.0,bad,The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.
https://www.academia.edu,677.0,,4248,,Privacy Policy,It also enables us to serve you advertising and other relevant content on and off of the Academia.edu Services.,targeted third-party advertising,,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.eff.org,15140.0,,8397,,Privacy Policy: Software and Technology Projects,"You may choose to correct, update, access or delete the personal information you have submitted to us by sending an email to privacypolicy@eff.org.",You can request access and deletion of personal data,,True,50.0,good,You can request access and deletion of personal data
https://www.eff.org,15140.0,,8398,,Privacy Policy: Software and Technology Projects,"Updated on June 2, 2014 to reflect the possible collection of information for research datasets.Updated on February 4, 2015 to correct typographical errors.Previous Privacy Policies for Software and Technology Projects:Apr 21, 2014 - Jun 2, 2014Jun 3, 2014 - May 24, 2018",There is a date of the last update of the terms,,True,50.0,neutral,There is a date of the last update of the terms
https://www.eff.org,15140.0,,8399,,Privacy Policy: Software and Technology Projects,"Contacting EFFIf you have any questions about our privacy and data protection practices, you can reach EFF at:Electronic Frontier Foundation815 Eddy StreetSan Francisco, CA 94109 USAPhone: +1-415-436-9333Fax: +1-415-436-9993Email: privacypolicy@eff.org.",The service provides a free help desk,https://www.eff.org/policy,True,10.0,good,The service provides a free help desk
https://www.eff.org,15140.0,,8400,,Privacy Policy: Software and Technology Projects,"Security: EFF employs industry standard security measures to protect the loss, misuse, and alteration of the information under our control, including appropriate technical and organizational measures to ensure a level of security appropriate to the risk, such as the pseudonymization and encryption of personal data, data backup systems, and engaging security professionals to evaluate our systems effectiveness.Although we make good faith efforts to store information collected by EFF in a secure operating environment, we cannot guarantee complete security.",The service provides a complaint mechanism for the handling of personal data,https://www.eff.org/policy,True,30.0,good,The service provides a complaint mechanism for the handling of personal data
https://www.eff.org,15140.0,,8401,,Privacy Policy: Software and Technology Projects,"Generally, we do not store personally identifiable information (PII), including the IP addresses of users,&nbsp;when collecting bug reports or research data.However, on occasion, we may store IP addresses for&nbsp;limited debugging purposes.(You may also choose to submit these reports and data via Tor in order to prevent&nbsp;us from being able to observe your IP address.)<strong",Your personal data is used for limited purposes,,True,60.0,good,Your personal data is used for limited purposes
https://www.eff.org,15140.0,,8402,,Privacy Policy: Software and Technology Projects,"Contacting EFFIf you have any questions about our privacy and data protection practices, you can reach EFF at:Electronic Frontier Foundation815 Eddy StreetSan Francisco, CA 94109 USAPhone: +1-415-436-9333Fax: +1-415-436-9993Email: privacypolicy@eff.org.",The service provides a free help desk,https://www.eff.org/policy,True,10.0,good,The service provides a free help desk
https://www.eff.org,15140.0,,8403,,Privacy Policy: Software and Technology Projects,"We may occasionally update this document or the relevant user interfaces to reflect changes in the information that we collect or new products or technologies we release.However, any revised privacy policy will be consistent with EFF's mission and will be available at&nbsp;https://www.eff.org/code/privacy-policy.<p"," Terms may be changed any time at their discretion, without notice to the user ",,True,70.0,bad," Terms may be changed any time at their discretion, without notice to the user "
https://www.eff.org,15140.0,,8404,,Privacy Policy: Software and Technology Projects,"Your Information: While EFF endeavors to provide the highest level of protection for your information, we may disclose personally identifiable information about you to third parties in limited circumstances, including: (1) with your consent.or (2) when we have a good faith belief it is required by law, such as pursuant to a subpoena or other judicial or administrative order.If we are required by law to disclose the information that you have submitted, we will attempt to provide you with prior notice (unless we are prohibited or it would be futile) that a request for your information has been made in order to give you an opportunity to object to the disclosure.We will attempt to provide this notice by whatever means is reasonably practical.",This service only shares user information with third parties when given specific consent,,True,80.0,good,This service only shares user information with third parties when given specific consent
https://www.att.com,581.0,,10059,,Privacy Policy,"""Do Not Track"" Notice: Because the providers of ""do not track"" and similar signals do not yet operate according to common, industry-accepted standards, we currently do not respond to those signals.For more information on Do Not Track, please visit www.allaboutdnt.com.",This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,,True,60.0,bad,This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.
https://www.coursera.org,698.0,,4446,,Terms of Use,"By submitting any Feedback, you grant us the right to use the Feedback without any restriction or any compensation to you.","If you offer suggestions to the service, they become the owner of the ideas that you give them",https://www.coursera.org/about/terms,True,50.0,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them"
https://www.coursera.org,698.0,,4447,,Terms of Use,"To the extent that you provide User Content, you grant Coursera a fully-transferable, royalty-free, perpetual, sublicensable, non-exclusive, worldwide license to copy, distribute, modify, create derivative works based on, publicly perform, publicly display, and otherwise use the User Content.",This service can use your content for all their existing and future services,https://www.coursera.org/about/terms,True,50.0,bad,This service can use your content for all their existing and future services
https://www.coursera.org,698.0,,4448,,Terms of Use,"IndemnificationYou agree to indemnify, defend, and hold harmless the Coursera Parties from any and all claims, liabilities, expenses, and damages, including reasonable attorneys' fees and costs, made by any third party related to: (a) your use or attempted use of the Services in violation of these Terms.(b) your violation of any law or rights of any third party.or (c) User Content, including without limitation any claim of infringement or misappropriation of intellectual property or other proprietary rights.","You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",,True,60.0,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
https://www.coursera.org,698.0,,6321,,Cookies Policy,"Please note, however, that if you delete cookies or refuse to accept them, you might not be able to use some or all of the features we offer.You may not be able to log in, store your preferences, and some of our pages might not display properly.</",Blocking cookies may limit your ability to use the service,https://www.coursera.org/about/cookies,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.coursera.org,698.0,,6322,,Cookies Policy,"Web beacons are small graphic files linked to our servers that allow us to track your use of our Site and related functionalities.Cookies and web beacons allow Coursera to serve you better and more efficiently,and to personalize your experience on our Site","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.coursera.org,698.0,,6323,,Cookies Policy,"To view a list of Coursera cookies, please view our Cookies Table.",The service provides a complete list of all cookies set by its website,,True,40.0,good,The service provides a complete list of all cookies set by its website
https://www.foxnews.com,260.0,,4618,,Privacy Policy,"At this time we do not respond to browser Do Not Track signals, as we await the work of interested stakeholders and others to develop standards for how such signals should be interpreted",This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,https://www.foxnews.com/privacy-policy,True,60.0,bad,This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.
https://www.foxnews.com,260.0,,4619,,Privacy Policy,"We may use the information we collect from and about you to provide the Fox News Services and features to you, including: to measure and improve those Fox News Services and features and to develop new products and services.to improve your experience with both online and off-line Fox News Services by delivering content you will find relevant and interesting, including advertising and marketing messages",The service uses your personal data is used for advertising,https://www.foxnews.com/privacy-policy,True,30.0,bad,The service uses your personal data for advertising
https://www.foxnews.com,260.0,,4621,,Terms of Use, YOU AND COMPANY WAIVE THE RIGHT TO BRING OR PARTICIPATE IN A CLASS ACTION IN CONNECTION WITH SUCH DISPUTES.,You wave your right to a class action.,,True,50.0,bad,You waive your right to a class action.
https://www.foxnews.com,260.0,,6470,,Terms of Use,"Company reserves the right to refuse registration of, or cancel, a username, in its sole discretion.",Usernames can be rejected for any reason,,True,20.0,bad,Usernames can be rejected for any reason
https://www.foxnews.com,260.0,,6471,,Terms of Use,"All registration information you submit to create an account must be accurate and kept up to date.Your failure to do so will constitute a breach of the Agreement, which may result in immediate termination of your account.You may not (i) select or use as a username a name of another person with the intent to impersonate that person.or (ii) use as a username a name subject to any rights of another person without appropriate authorization.","You must provide your legal name, pseudonyms are not allowed",,True,20.0,bad,"You must provide your legal name, pseudonyms are not allowed"
