policy_uid,annotation_id,segment_id,annotator_id,pretty_print_string
105,8965,2,116,Security measures are not mentioned or unclear.
105,8966,2,116,"When a change of an unspecified nature is made to the privacy policy, users are notified in an unspecified manner. Users' choices regarding policy changes are not mentioned or are unclear."
105,8967,2,116,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
105,8968,2,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,8969,2,116,An unspecified third party does do something unspecified with unspecified information about you for an unspecified purpose.
105,8992,2,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,8970,3,116,The site collects your generic personal information for personalization or customization. Collection happens on the website for a user type outside of our label scheme.
105,8980,3,116,The site collects your generic personal information for analytics or research. Collection happens on the website for a user type outside of our label scheme.
105,8991,3,116,The site collects your generic personal information for personalization or customization. Collection happens on the website for a user type outside of our label scheme.
105,8972,4,116,The site collects your unspecified information for an unspecified purpose. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature.
105,8973,4,116,The site collects your unspecified information for a basic service or feature. Collection happens on the website. You can choose not to use the service or feature.
105,8974,4,116,The site collects your unspecified information for personalization or customization. Collection happens on the website. You can choose not to use the service or feature.
105,8975,4,116,The site collects your unspecified information for analytics or research. Collection happens on the website. You can choose not to use the service or feature.
105,8976,4,116,You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for a basic service or feature.
105,8977,4,116,A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.
105,8978,4,116,"A user's unspecified information is retained for an unspecified duration to perform a requested service, and then it is deleted.."
105,8979,4,116,A user's unspecified information is retained for an unspecified duration to perform analytics or research.
105,8981,5,116,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information on the website.
105,8982,5,116,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information on the website.
105,8983,5,116,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information by other websites.
105,8984,5,116,A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.
105,8985,5,116,A user's cookies and tracking elements is retained for an unspecified duration to fulfill an unspecified purpose.
105,8990,5,116,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information on the website.
105,8986,6,116,The site collects your location information for an unspecified purpose. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,8987,6,116,The site collects your location information for an additional (non-basic) service or feature. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,8988,6,116,The site collects your location information for advertising. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,8989,6,116,The site collects your location information for personalization or customization. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,8994,6,116,Another part of the company or institution does receive your location information for an additional (non-basic) service or feature.
105,8995,6,116,The site collects your IP address or device IDs for personalization or customization. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,8996,6,116,Another part of the company or institution does receive your IP address or device IDs for targeted advertising.
105,8997,6,116,Another part of the company or institution does receive your IP address or device IDs for an additional (non-basic) service or feature.
105,8998,6,116,Another part of the company or institution does receive your IP address or device IDs for personalization or customization. You can configure your privacy with browser settings.
105,8999,6,116,You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for an additional (non-basic) service or feature.
105,9000,6,116,You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for advertising.
105,9001,6,116,You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for an additional (non-basic) service or feature.
105,9002,6,116,You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for personalization or customization.
105,9003,7,116,The site collects your website activities for analytics or research. Collection happens when you implicitly provide information by an unnamed service or third party. You can choose not to use the service or feature.
105,9004,7,116,The site collects your website activities for an additional (non-basic) service or feature. Collection happens when you implicitly provide information by an unnamed service or third party. You can choose not to use the service or feature.
105,9005,7,116,The site collects your website activities for an additional (non-basic) service or feature. Collection happens when you implicitly provide information by some means outside of our label scheme for a user type outside of our label scheme. You can choose not to use the service or feature.
105,9006,7,116,"You can choose not to use a service or feature to avoid the use of information of a type not covered by our label scheme by the site, which uses it for a basic service or feature."
105,9007,8,116,The site collects your unspecified information for analytics or research. Collection happens by an unnamed service or third party.
105,9008,8,116,An unnamed third party does do something unspecified with unspecified information about you for an unspecified purpose.
105,9009,9,116,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9010,9,116,The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9011,9,116,The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9012,9,116,The site collects your cookies or tracking elements for advertising. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9013,9,116,The site collects your cookies or tracking elements for a basic service or feature. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9014,9,116,An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising.
105,9015,9,116,Another part of the company or institution does track on the first party website or app your cookies or tracking elements for targeted advertising.
105,9016,9,116,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
105,9017,9,116,"You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which uses it for a basic service or feature."
105,9018,9,116,"A user can access, edit, or delete personal information in a manner not covered by our label scheme, within the scope of unspecified user information."
105,9019,10,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9020,10,116,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way.
105,9021,10,116,An unspecified third party does receive unspecified information about you for an unspecified purpose. This applies to a user type outside of our label scheme.
105,9022,10,116,Another part of the company or institution does receive unspecified information about you for an unspecified purpose. This applies to a user type outside of our label scheme.
105,9023,11,116,The text does not fit into our label scheme.
105,9024,11,116,An unnamed third party does receive unspecified information about you for an unspecified purpose. This applies to a user type outside of our label scheme.
105,9025,11,116,An unnamed third party does do something outside of our label scheme with unspecified information about you for an unspecified purpose. This applies to a user type outside of our label scheme.
105,9026,12,116,An unnamed third party does receive your unspecified personal information for a purpose outside of our label scheme.
105,9027,12,116,An unnamed third party does receive your unspecified personal information for an unspecified purpose.
105,9028,12,116,An unnamed third party does receive your unspecified personal information for a basic service or feature.
105,9029,12,116,An unnamed third party does receive your unspecified personal information for analytics or research.
105,9030,12,116,An unnamed third party does receive your unspecified personal information for marketing purposes.
105,9031,12,116,An unnamed third party does receive your unspecified personal information for an additional (non-basic) service or feature.
105,9032,13,116,The text does not fit into our label scheme.
105,9034,13,116,An unnamed third party does not do something outside of our label scheme with something that uniquely identifies you for a purpose outside of our label scheme. You can configure your privacy with user settings provided by the site.
105,9035,13,116,The site does not collect something that uniquely identifies you for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme for a user type outside of our label scheme. You can configure your privacy with user settings provided by the site.
105,9036,14,116,The site collects your unspecified information for mergers or acquisitions. Collection happens in an unspecified way for a user type outside of our label scheme. You can opt in for data collection.
105,9037,14,116,You can opt in for the use of unspecified information by an unspecified party for mergers or acquisitions.
105,9038,14,116,The site collects your unspecified information for mergers or acquisitions. Collection happens in an unspecified way for a user type outside of our label scheme.
105,9039,15,116,The site collects an information type outside of our label scheme for legal requirements. Collection happens by some means outside of our label scheme.
105,9040,15,116,The site collects your generic personal information for legal requirements. Collection happens by some means outside of our label scheme.
105,9041,15,116,The site collects your generic personal information for service operations or security. Collection happens by some means outside of our label scheme.
105,9042,15,116,The site does not collect your generic personal information for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme for a user type outside of our label scheme.
105,9043,15,116,The text describes a specific data practice that is not covered by our label scheme.
105,9044,16,116,"You can make no specified choices about the use of unspecified information by a third party, which collects or receives it for an unspecified purpose."
105,9084,16,116,An unnamed third party does do something unspecified with unspecified information about you for an unspecified purpose.
105,9085,17,116,"Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS."
105,9087,17,116,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
105,9088,17,116,A specific security measure not covered above.
105,9090,17,116,"User authentication, e.g., login to a user account, is encrypted/secured."
105,9092,17,116,"User authentication, e.g., login to a user account, is encrypted/secured."
105,9095,17,116,A named third party does receive your financial information for a basic service or feature.
105,9096,18,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9099,18,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9100,19,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information explicitly provided by the user."
105,9101,19,116,"A user can view their information, within the scope of user information outside of our label scheme."
105,9102,19,116,"A user can edit their information, within the scope of unspecified user information."
105,9103,19,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of unspecified user information."
105,9104,20,116,You can choose not to use a service or feature to avoid the use of unspecified information by an unspecified party for a basic service or feature.
105,9105,20,116,You can choose not to use a service or feature to avoid the use of unspecified information by an unspecified party for an additional (non-basic) service or feature.
105,9106,21,116,"A user can edit their information, within the scope of unspecified user information."
105,9107,21,116,A user's information of a type not covered by our label scheme is retained for an unspecified duration to fulfill an unspecified purpose.
105,9108,22,116,"You can make a choice about your privacy not described by our label scheme the use of information of a type not covered by our label scheme by the site, which uses it for a purpose outside of our label scheme."
105,9109,22,116,"When a change of an unspecified nature is made to the privacy policy, users are notified in an unspecified manner. Users have no options regarding the change."
105,9110,23,116,"You can make a choice about your privacy not described by our label scheme the use of generic personal information by the site, which collects it for advertising."
105,9111,24,116,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9112,24,116,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for a basic service or feature.
105,9113,24,116,"You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which uses it for a basic service or feature."
105,9119,25,116,The policy makes a statement about how data from children is treated.
105,9115,26,116,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
105,9117,27,116,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
105,9118,27,116,The site collects your unspecified information for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme for a user type outside of our label scheme.
105,9120,28,116,"The policy makes a statement about how data from European users is treated (e.g., Safe Harbor provisions)."
105,9121,28,116,The text describes a specific data practice that is not covered by our label scheme.
105,9122,29,116,"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for a purpose outside of our label scheme."
105,9123,29,116,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
105,9124,29,116,"When a change of an unspecified nature is made to the privacy policy, users are personally notified. Users' choices regarding policy changes are not mentioned or are unclear."
105,9125,29,116,"When a change of an unspecified nature is made to the privacy policy, users are notified in an unspecified manner. Users must agree before their data is treated according to the new privacy policy."
105,9126,30,116,The text does not fit into our label scheme.
105,9127,31,116,The site collects your website activities for an unspecified purpose. Collection happens on the website.
105,9128,31,116,The site collects your financial information for an unspecified purpose. Collection happens on the website.
105,9129,31,116,The site collects your website activities for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9130,31,116,The site collects your unspecified information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9131,31,116,The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9132,31,116,The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9133,31,116,The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9134,31,116,The site collects your demographic information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9135,31,116,The site collects your user profile for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9136,31,116,The site collects something that uniquely identifies you for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9137,32,116,"The site collects your IP address or device IDs for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9138,32,116,"The site collects your user profile for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9139,32,116,"The site collects your computer information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9140,32,116,"The site collects your website activities for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9141,32,116,"The site collects an information type outside of our label scheme for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9142,32,116,"The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9143,32,116,"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
105,9144,32,116,The site collects your cookies or tracking elements for service operations or security. Collection happens when you implicitly provide information in an unspecified way.
105,9145,32,116,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
105,9147,32,116,The site collects your unspecified information for service operations or security. Collection happens when you implicitly provide information by some means outside of our label scheme.
105,9148,32,116,The site collects an information type outside of our label scheme for service operations or security. Collection happens when you implicitly provide information by some means outside of our label scheme.
105,9149,32,116,The site collects your website activities for service operations or security. Collection happens when you implicitly provide information by some means outside of our label scheme.
105,9150,32,116,The site collects an information type outside of our label scheme for service operations or security. Collection happens when you implicitly provide information in an unspecified way.
105,9151,33,116,You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for an unspecified purpose.
105,9152,33,116,The text does not fit into our label scheme.
105,9153,34,116,An unnamed third party does do something unspecified with your contact information for a basic service or feature.
105,9154,34,116,An unnamed third party does do something unspecified with your user profile for a basic service or feature.
105,9155,34,116,An unnamed third party does do something unspecified with your activities on the website or app for a basic service or feature.
105,9156,34,116,Another part of the company or institution does do something unspecified with your activities on the website or app for a basic service or feature.
105,9157,34,116,A named third party does do something unspecified with your activities on the website or app for a basic service or feature.
105,9158,34,116,A named third party does do something unspecified with your financial information for service operations or security.
105,9159,35,116,The text does not fit into our label scheme.
105,9160,36,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of transactional data (e.g., online activity, purchases)."
105,9161,36,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information explicitly provided by the user."
105,9162,36,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information the company has learned about the user."
105,9163,36,116,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information the company has learned about the user."
105,9045,0,117,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9046,1,117,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9047,2,117,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9048,3,117,The site collects your unspecified information for personalization or customization. Collection happens in an unspecified way.
105,9049,4,117,The site collects your unspecified information for personalization or customization. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature.
105,9050,4,117,The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature.
105,9051,5,117,The site collects your unspecified information for an unspecified purpose. Collection happens on the website.
105,9052,5,117,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information on other websites.
105,9057,5,117,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens on the website.
105,9053,6,117,The site collects your location information for advertising. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,9054,6,117,The site collects your IP address or device IDs for advertising. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,9055,6,117,The site collects your IP address or device IDs for a basic service or feature. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,9056,6,117,The site collects your IP address or device IDs for personalization or customization. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,9058,7,117,You can opt out (via a link) from the use of contact information by an unspecified party for personalization or customization.
105,9060,8,117,The site collects your generic personal information for a basic service or feature. Collection happens by an unnamed service or third party.
105,9061,9,117,The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9062,9,117,The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens in an unspecified way. You can choose not to use the service or feature.
105,9063,9,117,The site collects your cookies or tracking elements for a basic service or feature. Collection happens in an unspecified way. You can configure your privacy with browser settings.
105,9064,10,117,Another part of the company or institution does do something unspecified with unspecified information about you for an unspecified purpose.
105,9065,11,117,An unnamed third party does receive your unspecified personal information for a basic service or feature.
105,9066,12,117,An unnamed third party does do something outside of our label scheme with your unspecified personal information for a basic service or feature.
105,9067,13,117,An unnamed third party does not receive your contact information for marketing purposes. You can opt out using the provided link.
105,9068,14,117,Another part of the company or institution does receive your unspecified personal information for mergers or acquisitions.
105,9069,15,117,An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.
105,9072,15,117,An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.
105,9073,15,117,An unnamed third party does not receive your unspecified personal information for a purpose outside of our label scheme. The data is personally identifiable.
105,9074,16,117,"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for an unspecified purpose."
105,9075,17,117,"Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS."
105,9076,17,117,A specific security measure not covered above.
105,9077,18,117,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9078,19,117,"A user can edit their information, within the scope of unspecified user information."
105,9079,20,117,You can choose not to use a service or feature to avoid the use of unspecified information by an unspecified party for a basic service or feature.
105,9080,20,117,You can choose not to use a service or feature to avoid the use of unspecified information by an unspecified party for an additional (non-basic) service or feature.
105,9081,21,117,"A user can edit their information, within the scope of unspecified user information."
105,9082,21,117,A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.
105,9789,22,117,"You can opt out (via a link) from the use of unspecified information by the site, which uses it for a basic service or feature."
105,9083,23,117,"You can opt out (via a link) from the use of generic personal information by a third party, which uses it for advertising."
105,9086,24,117,"You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by the site, which collects it for a basic service or feature."
105,9089,24,117,"A user without an account can choose not to use a service or feature to avoid the use of unspecified information by the site, which collects it for a basic service or feature."
105,9091,25,117,The policy makes a statement about how data from children is treated.
105,9094,26,117,"The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees."
105,9097,27,117,"The company/organization has a privacy or security program/organization in place addressing, for example, how to protect data against unauthorized access or privacy training for employees."
105,9098,28,117,Privacy practices and security measures of the first party or third party are reviewed/audited by internal or external reviewers/auditors.
105,9790,29,117,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
105,9791,30,117,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
105,9792,31,117,The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9793,31,117,The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9794,31,117,The site collects something that uniquely identifies you for an unspecified purpose. Collection happens when you explicitly provide information on the website.
105,9795,32,117,The site collects your IP address or device IDs for service operations or security. Collection happens on the website.
105,9796,32,117,The site collects your location information for analytics or research. Collection happens on the website.
105,9797,32,117,The site collects your computer information for service operations or security. Collection happens on the website.
105,9798,32,117,"The site collects your computer information for a basic service or feature. Collection happens on the website, and your data is aggregated or anonymized."
105,9799,32,117,"The site collects your cookies or tracking elements for a basic service or feature. Collection happens on the website, and your data is aggregated or anonymized."
105,9800,32,117,"The site collects your computer information for service operations or security. Collection happens on the website, and your data is identifiable."
105,9801,32,117,The site collects your IP address or device IDs for service operations or security. Collection happens when you implicitly provide information on the website.
105,9802,33,117,The site collects your location information for an unspecified purpose. Collection happens in the mobile app. You can configure your privacy with browser settings.
105,9803,34,117,The site collects your contact information for a basic service or feature. Collection happens by an unnamed service or third party.
105,9804,34,117,The site collects your user profile for a basic service or feature. Collection happens by an unnamed service or third party.
105,9805,34,117,The site collects your user profile for a basic service or feature. Collection happens by other websites.
105,9806,34,117,The site collects your financial information for service operations or security. Collection happens by other websites.
105,9807,35,117,A named third party does do something unspecified with unspecified information about you for an unspecified purpose.
105,9808,36,117,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information explicitly provided by the user."
105,9809,36,117,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of information the company has learned about the user."
1034,13305,0,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13306,1,121,The text describes a specific data practice that is not covered by our label scheme.
1034,13307,2,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13308,3,121,The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.
1034,13309,4,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13310,5,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13311,6,121,The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
1034,13312,6,121,The site collects your location information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
1034,13313,6,121,The site collects your demographic information for an unspecified purpose. Collection happens when you explicitly provide information on the website.
1034,13315,6,121,The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information on the website.
1034,13316,6,121,The site collects your location information for a basic service or feature. Collection happens when you explicitly provide information on the website.
1034,13317,6,121,The site collects your user profile for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website.
1034,13318,6,121,The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website.
1034,13319,6,121,The site collects an information type outside of our label scheme for a basic service or feature. Collection happens when you explicitly provide information on the website.
1034,13320,6,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13321,7,121,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13322,8,121,The site collects your website activities for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13323,8,121,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13324,8,121,The site collects your computer information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13325,8,121,The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13326,8,121,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information by other websites.
1034,13327,8,121,The site collects your computer information for an unspecified purpose. Collection happens when you implicitly provide information by other websites.
1034,13328,8,121,The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information by other websites.
1034,13329,8,121,The site collects your website activities for an unspecified purpose. Collection happens when you implicitly provide information by other websites.
1034,13330,8,121,A user's activities on the website or app is retained for an unspecified duration to fulfill an unspecified purpose.
1034,13331,8,121,A user's cookies and tracking elements is retained for an unspecified duration to fulfill an unspecified purpose.
1034,13332,8,121,A user's computer information is retained for an unspecified duration to fulfill an unspecified purpose.
1034,13333,8,121,A user's IP address and device IDs is retained for an unspecified duration to fulfill an unspecified purpose.
1034,13334,9,121,The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13335,9,121,The site collects your computer information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13336,10,121,The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13337,11,121,The site collects your website activities for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
1034,13338,12,121,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information by an unnamed service or third party.
1034,13339,12,121,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information by a named service or third party.
1034,13340,12,121,The site collects your computer information for a basic service or feature. Collection happens when you implicitly provide information by some means outside of our label scheme.
1034,13341,12,121,The site collects your computer information for service operations or security. Collection happens when you implicitly provide information by some means outside of our label scheme.
1034,13342,13,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13343,14,121,The site collects an information type outside of our label scheme for a basic service or feature. Collection happens in an unspecified way.
1034,13344,14,121,The site collects your location information for a basic service or feature. Collection happens in an unspecified way.
1034,13345,14,121,The site collects your contact information for a basic service or feature. Collection happens in an unspecified way.
1034,13346,14,121,The site collects your cookies or tracking elements for a basic service or feature. Collection happens in an unspecified way.
1034,13347,15,121,The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.
1034,13348,15,121,The site collects your unspecified information for advertising. Collection happens in an unspecified way.
1034,13349,16,121,The site collects your unspecified information for advertising. Collection happens in an unspecified way.
1034,13350,17,121,An unnamed third party does receive unspecified information about you for a basic service or feature.
1034,13351,17,121,An unnamed third party does receive unspecified information about you for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.
1034,13352,18,121,Another part of the company or institution does receive unspecified information about you for an unspecified purpose.
1034,13353,18,121,An unnamed third party does receive unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.
1034,13354,18,121,An unnamed third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized.
1034,13355,19,121,An unnamed third party does receive unspecified information about you for legal requirements.
1034,13356,19,121,An unnamed third party does receive information about you not covered by our label scheme for legal requirements.
1034,13357,19,121,An unnamed third party does receive unspecified information about you for service operations or security.
1034,13358,20,121,An unnamed third party does receive unspecified information about you for mergers or acquisitions. You can configure your privacy using a method outside our label scheme for the collection or sharing and use of your information.
1034,13359,21,121,A named third party does do something unspecified with unspecified information about you for an unspecified purpose.
1034,13360,22,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13361,23,121,A named third party does do something unspecified with unspecified information about you for targeted advertising.
1034,13362,23,121,A named third party does do something unspecified with unspecified information about you for analytics or research.
1034,13363,23,121,A named third party does track on the first party website or app information about you not covered by our label scheme for an additional (non-basic) service or feature.
1034,13364,23,121,A named third party does track on the first party website or app your cookies or tracking elements for an additional (non-basic) service or feature.
1034,13365,24,121,The text describes a specific data practice that is not covered by our label scheme.
1034,13366,25,121,A named third party does receive unspecified information about you for personalization or customization. You can configure your privacy using a method outside our label scheme.
1034,13367,26,121,The text does not fit into our label scheme.
1034,13368,27,121,The website ignores Do Not Track headers and the user's Do Not Track preference.
1034,13369,28,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13371,30,121,"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which uses it for marketing purposes."
1034,13304,31,121,You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for advertising.
1034,13370,31,121,"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for advertising."
1034,13303,32,121,You can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for a basic service or feature.
1034,13302,33,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
1034,13298,34,121,"Data is stored securely, e.g. in an encrypted format or database."
1034,13299,34,121,"User authentication, e.g., login to a user account, is encrypted/secured."
1034,13300,34,121,Data is accessible to employees/third parties on a need-to-know basis.
1034,13301,34,121,The company/organization trains its employees/third parties in applicable privacy and security practices to protect user data.
1034,13297,35,121,The policy makes a statement about how data from children is treated.
1034,13296,36,121,The policy makes a statement about how data from children is treated.
